CPR_ORIGIN,CPR_DESTINATION,ID_LEGLEVEL_LEGROUTING,CPR_IDENTITERMINAL,CPR_LOCIDENTERMINAL,CPR_TRANSSTAGEQUALIFIER,CPR_AIRLINEDESIGNATOR,CPR_FLIGHTNUMBER,CPR_OPERSUFFIX,CPR_UNIQUEREFERENCE,CPR_ATTRIBUTETYPE,CPR_ATTRIDESCRIPTION,CPR_CLASSDESIGNATOR,CPR_TYPE1,CPR_TYPE2,CPR_VALUE1,CPR_VALUE2,CPR_TEXTSUBQUALIFIER,CPR_CODEDLANGUAGE,CPR_CODEDSOURCE,CPR_ENCODING,CPR_TEXTFREETEXT,CPR_ACTIONREQCODE,CPR_TEXTSEMANTIC,CPR_TEXTLANGUAGE,CPR_TEXTSOURCE,CPR_TEXTENCODING,CPR_FREETEXT,CPR_CLSOFSERVICE,ID_PRODUCTLEVEL,CPR_COACHNUMBER,CPR_TEXTSUBQUALIFIER1,CPR_INFORMATIONTYPE1,CPR_CODEDLANGUAGE1,CPR_CODEDSOURCE1,CPR_ENCODING1,CPR_FREETEXT1,CPR_CODEDINDICATOR,CPR_CODEDACTION,CPR_CODEDSTATUSREASON,CPR_SEATNUMBER,DWH_SNAPSHOTTIMESTAMP
KUL,BTU,156354962,M,,,,,,,,,,4,,KUL-076,,,,,,,,,,,,,,155689741,,,,,,,,PPD,0,,,29MAY2022:09:14:01.393
KUL,BTU,156354963,M,,,,,,,,,,4,,KUL-073,,,,,,,,,,,,,,155689742,,,,,,,,PPD,0,,,29MAY2022:09:14:01.427
KUL,BTU,156354964,M,,,,,,,,,,4,,KUL-077,,,,,,,,,,,,,,155689743,,,,,,,,PPD,0,,,29MAY2022:09:14:01.440
KUL,BTU,156354965,M,,,,,,,,,,4,,KUL-075,,,,,,,,,,,,,,155689744,,,,,,,,PPD,0,,,29MAY2022:09:14:01.470
KUL,BTU,156354966,M,,,,,,,,,,4,,KUL-069,,,,,,,,,,,,,,155689745,,,,,,,,PPD,0,,,29MAY2022:09:14:01.503
BTU,KUL,156354967,,,,,,,,,,,,,,,,,,,,,,,,,,,155689746,,,,,,,,PPD,0,,,29MAY2022:09:14:01.520
KUL,BTU,156354968,M,,,,,,,,,,4,,KUL-029,,,,,,,,,,,,,,155689747,,,,,,,,PPD,0,,,29MAY2022:09:14:01.597
KUL,BTU,156354969,M,,,,,,,,,,4,,KUL-082,,,,,,,,,,,,,,155689748,,,,,,,,PPD,0,,,29MAY2022:09:14:01.630
KUL,BTU,156354970,M,,,,,,,,,,4,,KUL-051,,,,,,,,,,,,,,155689749,,,,,,,,PPD,0,,,29MAY2022:09:14:01.677
KUL,BTU,156354971,M,,,,,,,,,,4,,KUL-042,,3,,M,1,,,,,,,PAX NOT TRAVEL ADVICED BY FRIEND SN3F AND SN2D,,155689750,,,,,,,,PPD,0,,,29MAY2022:09:14:01.690
KUL,BTU,156354972,M,,,,,,,,,,4,,KUL-043,,,,,,,,,,,,,,155689751,,,,,,,,PPD,0,,,29MAY2022:09:14:01.720
KUL,BTU,156354973,M,,,,,,,,,,4,,KUL-085,,,,,,,,,,,,,,155689752,,,,,,,,PPD,0,,,29MAY2022:09:14:01.753
KUL,BTU,156354974,M,,,,,,,,,,4,,KUL-084,,,,,,,,,,,,,,155689753,,,,,,,,PPD,0,,,29MAY2022:09:14:01.847
BTU,KUL,156354975,,,,,,,,,,,4,,BTU-008,,3,,M,1,,,,,,,NOSHOW,,155689754,,,,,,,,PPD,0,,,29MAY2022:09:14:01.893
KUL,BTU,156354976,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689755,,,,,,,,PPD,0,,,29MAY2022:09:14:01.910
JHB,KUL,156354977,,M,,,,,,,,,4,,JHB-103,,,,,,,,,,,,,,155689756,,,,,,,,PPD,0,,,29MAY2022:09:14:01.927
KUL,BTU,156354978,M,,,,,,,,,,4,,KUL-030,,,,,,,,,,,,,,155689757,,,,,,,,PPD,0,,,29MAY2022:09:14:01.957
KUL,BTU,156354979,M,,,,,,,,,,4,,KUL-023,,,,,,,,,,,,,,155689758,,,,,,,,PPD,0,,,29MAY2022:09:14:01.987
BTU,KUL,156354980,,,,,,,,,,,,,,,,,,,,,,,,,,,155689759,,,,,,,,PPD,0,,,29MAY2022:09:14:02.020
KUL,BTU,156354981,M,,,,,,,,,,4,,KUL-024,,,,,,,,,,,,,,155689760,,,,,,,,PPD,0,,,29MAY2022:09:14:02.050
BTU,KUL,156354982,,,,,,,,,,,,,,,,,,,,,,,,,,,155689761,,,,,,,,PPD,0,,,29MAY2022:09:14:02.080
KUL,BTU,156354983,M,,,,,,,,,,4,,KUL-025,,,,,,,,,,,,,,155689762,,,,,,,,PPD,0,,,29MAY2022:09:14:02.117
BTU,KUL,156354984,,,,,,,,,,,,,,,,,,,,,,,,,,,155689763,,,,,,,,PPD,0,,,29MAY2022:09:14:02.130
KUL,BTU,156354985,M,,,,,,,,,,4,,KUL-086,,3,,M,1,,,,,,,OK,,155689764,,,,,,,,PPD,0,,,29MAY2022:09:14:02.160
BTU,KUL,156354986,,M,,,,,,,,,,,,,,,,,,,,,,,,,155689765,,,,,,,,PPD,0,,,29MAY2022:09:14:02.190
KUL,BTU,156354987,M,,,,,,,,,,4,,KUL-057,,,,,,,,,,,,,,155689766,,,,,,,,PPD,0,,,29MAY2022:09:14:02.223
TWU,KUL,156354988,,M,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155689767,,,,,,,,PPD,0,,,29MAY2022:09:14:02.240
KUL,BTU,156354989,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689768,,,,,,,,PPD,0,,,29MAY2022:09:14:02.270
BTU,KUL,156354990,,,,,,,,,,,,,,,,,,,,,,,,,,,155689769,,,,,,,,PPD,0,,,29MAY2022:09:14:02.287
KUL,TWU,156354991,,,,,,,,,,,,,,,,,,,,,,,,,,,155689770,,,,,,,,PPD,0,,,29MAY2022:09:14:02.300
KUA,KUL,156354992,,M,,,,,,,,,4,,KUA-091,,,,,,,,,,,,,,155689771,,,,,,,,PPD,0,,,29MAY2022:09:14:02.317
KUL,BTU,156354993,M,,,,,,,,,,4,,KUL-034,,,,,,,,,,,,,,155689772,,,,,,,,PPD,0,,,29MAY2022:09:14:02.347
KUA,KUL,156354994,,M,,,,,,,,,4,,KUA-093,,,,,,,,,,,,,,155689773,,,,,,,,PPD,0,,,29MAY2022:09:14:02.393
KUL,BTU,156354995,M,,,,,,,,,,4,,KUL-036,,,,,,,,,,,,,,155689774,,,,,,,,PPD,0,,,29MAY2022:09:14:02.410
KUA,KUL,156354996,,M,,,,,,,,,4,,KUA-090,,,,,,,,,,,,,,155689775,,,,,,,,PPD,0,,,29MAY2022:09:14:02.443
KUL,BTU,156354997,M,,,,,,,,,,4,,KUL-033,,,,,,,,,,,,,,155689776,,,,,,,,PPD,0,,,29MAY2022:09:14:02.460
KUA,KUL,156354998,,M,,,,,,,,,4,,KUA-092,,,,,,,,,,,,,,155689777,,,,,,,,PPD,0,,,29MAY2022:09:14:02.507
KUL,BTU,156354999,M,,,,,,,,,,4,,KUL-035,,,,,,,,,,,,,,155689778,,,,,,,,PPD,0,,,29MAY2022:09:14:02.537
KUA,KUL,156355000,,M,,,,,,,,,4,,KUA-095,,,,,,,,,,,,,,155689779,,,,,,,,PPD,0,,,29MAY2022:09:14:02.567
KUL,BTU,156355001,M,,,,,,,,,,4,,KUL-038,,,,,,,,,,,,,,155689780,,,,,,,,PPD,0,,,29MAY2022:09:14:02.600
KUA,KUL,156355002,,M,,,,,,,,,4,,KUA-088,,,,,,,,,,,,,,155689781,,,,,,,,PPD,0,,,29MAY2022:09:14:02.630
KUL,BTU,156355003,M,,,,,,,,,,4,,KUL-031,,,,,,,,,,,,,,155689782,,,,,,,,PPD,0,,,29MAY2022:09:14:02.680
KUA,KUL,156355004,,M,,,,,,,,,4,,KUA-094,,,,,,,,,,,,,,155689783,,,,,,,,PPD,0,,,29MAY2022:09:14:02.710
KUL,BTU,156355005,M,,,,,,,,,,4,,KUL-037,,,,,,,,,,,,,,155689784,,,,,,,,PPD,0,,,29MAY2022:09:14:02.740
KUA,KUL,156355006,,M,,,,,,,,,4,,KUA-089,,,,,,,,,,,,,,155689785,,,,,,,,PPD,0,,,29MAY2022:09:14:02.773
KUL,BTU,156355007,M,,,,,,,,,,4,,KUL-032,,,,,,,,,,,,,,155689786,,,,,,,,PPD,0,,,29MAY2022:09:14:02.803
JHB,KUL,156355008,,M,,,,,,,,,4,,JHB-080,,,,,,,,,,,,,,155689787,,,,,,,,PPD,0,,,29MAY2022:09:14:02.837
KUL,BTU,156355009,M,,,,,,,,,,4,,KUL-022,,,,,,,,,,,,,,155689788,,,,,,,,PPD,0,,,29MAY2022:09:14:02.913
SIN,KUL,156355010,,,,,,,,,,,,,,,,,,,,,,,,,,,155689789,,,,,,,,PPD,0,,,29MAY2022:09:14:02.930
KUL,BTU,156355011,M,,,,,,,,,,4,,KUL-078,,,,,,,,,,,,,,155689790,,,,,,,,PPD,0,,,29MAY2022:09:14:02.960
BTU,KUL,156355012,,,,,,,,,,,,,,,,,,,,,,,,,,,155689791,,,,,,,,PPD,0,,,29MAY2022:09:14:02.990
KUL,SIN,156355013,,,,,,,,,,,,,,,,,,,,,,,,,,,155689792,,,,,,,,PPD,0,,,29MAY2022:09:14:03.007
KUL,BTU,156355014,M,,,,,,,,,,4,,KUL-079,,,,,,,,,,,,,,155689793,,,,,,,,PPD,0,,,29MAY2022:09:17:01.600
BTU,KUL,156355015,,,,,,,,,,,,,,,,,,,,,,,,,,,155689794,,,,,,,,PPD,0,,,29MAY2022:09:17:01.617
KUL,BTU,156355016,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689795,,,,,,,,PPD,0,,,29MAY2022:09:17:01.663
KUL,BTU,156355017,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689796,,,,,,,,PPD,0,,,29MAY2022:09:17:01.680
KUL,BTU,156355018,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689797,,,,,,,,PPD,0,,,29MAY2022:09:17:01.693
KUL,BTU,156355019,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689798,,,,,,,,PPD,0,,,29MAY2022:09:17:01.757
KUL,BTU,156355020,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689799,,,,,,,,PPD,0,,,29MAY2022:09:17:01.790
KUL,BTU,156355021,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689800,,,,,,,,PPD,0,,,29MAY2022:09:17:01.803
BTU,KUL,156355022,,,,,,,,,,,4,,BTU-001,,,,,,,,,,,,,,155689801,,,,,,,,PPD,0,,,29MAY2022:09:17:01.833
KUL,BTU,156355023,M,,,,,,,,,,4,,KUL-008,,,,,,,,,,,,,,155689802,,,,,,,,PPD,0,,,29MAY2022:09:17:01.867
KUL,BTU,156355024,M,,,,,,,,,,4,,KUL-078,,,,,,,,,,,,,,155689803,,,,,,,,PPD,0,,,29MAY2022:09:17:01.897
KUL,BTU,156355025,M,,,,,,,,,,4,,KUL-077,,,,,,,,,,,,,,155689804,,,,,,,,PPD,0,,,29MAY2022:09:17:01.930
KUL,BTU,156355026,M,,,,,,,,,,4,,KUL-061,,,,,,,,,,,,,,155689805,,,,,,,,PPD,0,,,29MAY2022:09:17:01.977
KUL,BTU,156355027,M,,,,,,,,,,4,,KUL-036,,,,,,,,,,,,,,155689806,,,,,,,,PPD,0,,,29MAY2022:09:17:02.037
KUL,BTU,156355028,M,,,,,,,,,,4,,KUL-035,,,,,,,,,,,,,,155689807,,,,,,,,PPD,0,,,29MAY2022:09:17:02.163
KUL,BTU,156355029,M,,,,,,,,,,4,,KUL-033,,,,,,,,,,,,,,155689808,,,,,,,,PPD,0,,,29MAY2022:09:17:02.273
KUL,BTU,156355030,M,,,,,,,,,,4,,KUL-034,,,,,,,,,,,,,,155689809,,,,,,,,PPD,0,,,29MAY2022:09:17:02.333
KUL,BTU,156355031,M,,,,,,,,,,4,,KUL-019,,,,,,,,,,,,,,155689810,,,,,,,,PPD,0,,,29MAY2022:09:17:02.413
BTU,KUL,156355032,,,,,,,,,,,,,,,,,,,,,,,,,,,155689811,,,,,,,,PPD,0,,,29MAY2022:09:17:02.460
KUL,BTU,156355033,M,,,,,,,,,,4,,KUL-007,,,,,,,,,,,,,,155689812,,,,,,,,PPD,0,,,29MAY2022:09:17:02.507
PEN,KUL,156355034,,M,,,,,,,,,4,,PEN-012,,,,,,,,,,,,,,155689813,,,,,,,,PPD,0,,,29MAY2022:09:17:02.583
KUL,BTU,156355035,M,,,,,,,,,,4,,KUL-003,,,,,,,,,,,,,,155689814,,,,,,,,PPD,0,,,29MAY2022:09:17:02.627
BTU,KUL,156355036,,,,,,,,,,,,,,,,,,,,,,,,,,,155689815,,,,,,,,PPD,0,,,29MAY2022:09:17:02.643
KUL,PEN,156355037,,,,,,,,,,,,,,,,,,,,,,,,,,,155689816,,,,,,,,PPD,0,,,29MAY2022:09:17:02.690
KUL,BTU,156355038,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689817,,,,,,,,PPD,0,,,29MAY2022:09:17:02.740
KUL,BTU,156355039,M,,,,,,,,,,4,,KUL-076,,,,,,,,,,,,,,155689818,,,,,,,,PPD,0,,,29MAY2022:09:17:02.800
BTU,KUL,156355040,,,,,,,,,,,,,,,,,,,,,,,,,,,155689819,,,,,,,,PPD,0,,,29MAY2022:09:17:02.833
KUL,BTU,156355041,M,,,,,,,,,,4,,KUL-074,,,,,,,,,,,,,,155689820,,,,,,,,PPD,0,,,29MAY2022:09:17:02.893
BTU,KUL,156355042,,,,,,,,,,,,,,,,,,,,,,,,,,,155689821,,,,,,,,PPD,0,,,29MAY2022:09:17:02.957
BTU,KUL,156355043,,,,,,,,,,,4,,BTU-062,,,,,,,,,,,,,,155689822,,,,,,,,PPD,0,,,29MAY2022:09:17:03.020
KUL,BTU,156355044,M,,,,,,,,,,4,,KUL-043,,,,,,,,,,,,,,155689823,,,,,,,,PPD,0,,,29MAY2022:09:17:03.067
KUL,BTU,156355045,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689824,,,,,,,,PPD,0,,,29MAY2022:09:17:03.097
BTU,KUL,156355046,,,,,,,,,,,4,,BTU-124,,,,,,,,,,,,,,155689825,,,,,,,,PPD,0,,,29MAY2022:09:17:03.160
KUL,BTU,156355047,M,,,,,,,,,,4,,KUL-086,,,,,,,,,,,,,,155689826,,,,,,,,PPD,0,,,29MAY2022:09:17:03.240
BTU,KUL,156355048,,,,,,,,,,,4,,BTU-125,,,,,,,,,,,,,,155689827,,,,,,,,PPD,0,,,29MAY2022:09:17:03.317
KUL,BTU,156355049,M,,,,,,,,,,4,,KUL-087,,,,,,,,,,,,,,155689828,,,,,,,,PPD,0,,,29MAY2022:09:17:03.347
BTU,KUL,156355050,,,,,,,,,,,4,,BTU-121,,,,,,,,,,,,,,155689829,,,,,,,,PPD,0,,,29MAY2022:09:17:03.440
KUL,BTU,156355051,M,,,,,,,,,,4,,KUL-083,,,,,,,,,,,,,,155689830,,,,,,,,PPD,0,,,29MAY2022:09:17:03.537
BTU,KUL,156355052,,,,,,,,,,,4,,BTU-122,,,,,,,,,,,,,,155689831,,,,,,,,PPD,0,,,29MAY2022:09:17:03.633
KUL,BTU,156355053,M,,,,,,,,,,4,,KUL-084,,,,,,,,,,,,,,155689832,,,,,,,,PPD,0,,,29MAY2022:09:17:03.743
KUL,BTU,156355054,M,,,,,,,,,,4,,KUL-082,,,,,,,,,,,,,,155689833,,,,,,,,PPD,0,,,29MAY2022:09:17:03.850
KUL,BTU,156355055,M,,,,,,,,,,4,,KUL-018,,,,,,,,,,,,,,155689834,,,,,,,,PPD,0,,,29MAY2022:09:17:03.913
PEN,KUL,156355056,,M,,,,,,,,,4,,PEN-138,,,,,,,,,,,,,,155689835,,,,,,,,PPD,0,,,29MAY2022:09:17:04.057
KUL,BTU,156355057,M,,,,,,,,,,4,,KUL-070,,,,,,,,,,,,,,155689836,,,,,,,,PPD,0,,,29MAY2022:09:17:04.163
BTU,KUL,156355058,,,,,,,,,,,,,,,,,,,,,,,,,,,155689837,,,,,,,,PPD,0,,,29MAY2022:09:17:04.197
KUL,PEN,156355059,,,,,,,,,,,,,,,,,,,,,,,,,,,155689838,,,,,,,,PPD,0,,,29MAY2022:09:17:04.243
PEN,KUL,156355060,,M,,,,,,,,,4,,PEN-139,,,,,,,,,,,,,,155689839,,,,,,,,PPD,0,,,29MAY2022:09:17:04.337
KUL,BTU,156355061,M,,,,,,,,,,4,,KUL-071,,,,,,,,,,,,,,155689840,,,,,,,,PPD,0,,,29MAY2022:09:17:04.447
BTU,KUL,156355062,,,,,,,,,,,,,,,,,,,,,,,,,,,155689841,,,,,,,,PPD,0,,,29MAY2022:09:17:04.540
KUL,PEN,156355063,,,,,,,,,,,,,,,,,,,,,,,,,,,155689842,,,,,,,,PPD,0,,,29MAY2022:09:17:04.557
PEN,KUL,156355064,,M,,,,,,,,,4,,PEN-140,,,,,,,,,,,,,,155689843,,,,,,,,PPD,0,,,29MAY2022:09:17:04.587
KUL,BTU,156355065,M,,,,,,,,,,4,,KUL-072,,,,,,,,,,,,,,155689844,,,,,,,,PPD,0,,,29MAY2022:09:17:04.617
BTU,KUL,156355066,,,,,,,,,,,,,,,,,,,,,,,,,,,155689845,,,,,,,,PPD,0,,,29MAY2022:09:17:04.663
KUL,PEN,156355067,,,,,,,,,,,,,,,,,,,,,,,,,,,155689846,,,,,,,,PPD,0,,,29MAY2022:09:17:04.680
PEN,KUL,156355068,,M,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155689847,,,,,,,,PPD,0,,,29MAY2022:09:17:04.710
KUL,BTU,156355069,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689848,,,,,,,,PPD,0,,,29MAY2022:09:17:04.727
KUL,BTU,156355070,M,,,,,,,,,,4,,KUL-016,,,,,,,,,,,,,,155689849,,,,,,,,PPD,0,,,29MAY2022:09:17:04.760
KUL,BTU,156355071,M,,,,,,,,,,4,,KUL-037,,,,,,,,,,,,,,155689850,,,,,,,,PPD,0,,,29MAY2022:09:17:04.790
KUL,BTU,156355072,M,,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155689851,,,,,,,,PPD,0,,,29MAY2022:09:17:04.837
BTU,KUL,156355073,,,,,,,,,,,,,,,,,,,,,,,,,,,155689852,,,,,,,,PPD,0,,,29MAY2022:09:17:04.850
PEN,KUL,156355074,,M,,,,,,,,,4,,PEN-014,,,,,,,,,,,,,,155689853,,,,,,,,PPD,0,,,29MAY2022:09:17:04.883
KUL,BTU,156355075,M,,,,,,,,,,4,,KUL-001,,,,,,,,,,,,,,155689854,,,,,,,,PPD,0,,,29MAY2022:09:17:04.960
KUL,BTU,156355076,M,,,,,,,,,,4,,KUL-032,,,,,,,,,,,,,,155689855,,,,,,,,PPD,0,,,29MAY2022:09:17:04.993
KUL,BTU,156355077,M,,,,,,,,,,4,,KUL-031,,,,,,,,,,,,,,155689856,,,,,,,,PPD,0,,,29MAY2022:09:17:05.023
KUL,BTU,156355078,M,,,,,,,,,,4,,KUL-030,,,,,,,,,,,,,,155689857,,,,,,,,PPD,0,,,29MAY2022:09:17:05.057
KUL,BTU,156355079,M,,,,,,,,,,4,,KUL-029,,,,,,,,,,,,,,155689858,,,,,,,,PPD,0,,,29MAY2022:09:17:05.087
KUL,BTU,156355080,M,,,,,,,,,,4,,KUL-028,,,,,,,,,,,,,,155689859,,,,,,,,PPD,0,,,29MAY2022:09:17:05.133
KUL,BTU,156355081,M,,,,,,,,,,4,,KUL-027,,,,,,,,,,,,,,155689860,,,,,,,,PPD,0,,,29MAY2022:09:17:05.163
KUL,BTU,156355082,M,,,,,,,,,,4,,KUL-010,,,,,,,,,,,,,,155689861,,,,,,,,PPD,0,,,29MAY2022:09:17:05.197
BTU,KUL,156355083,,,,,,,,,,,,,,,,,,,,,,,,,,,155689862,,,,,,,,PPD,0,,,29MAY2022:09:17:05.210
KUL,BTU,156355084,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689863,,,,,,,,PPD,0,,,29MAY2022:09:17:05.243
BTU,KUL,156355085,,M,,,,,,,,,,,,,,,,,,,,,,,,,155689864,,,,,,,,PPD,0,,,29MAY2022:09:17:05.260
KUL,BTU,156355086,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689865,,,,,,,,PPD,0,,,29MAY2022:09:17:05.290
BTU,KUL,156355087,,M,,,,,,,,,,,,,,,,,,,,,,,,,155689866,,,,,,,,PPD,0,,,29MAY2022:09:17:05.307
KUL,BTU,156355088,M,,,,,,,,,,4,,KUL-017,,,,,,,,,,,,,,155689867,,,,,,,,PPD,0,,,29MAY2022:09:17:05.337
KUL,BTU,156355089,M,,,,,,,,,,4,,KUL-004,,,,,,,,,,,,,,155689868,,,,,,,,PPD,0,,,29MAY2022:09:17:05.367
IKA,DOH,156355090,,,,,,,,,,,,,,,,,,,,,,,,,,,155689869,,,,,,,,PPD,0,,,29MAY2022:09:17:05.383
DOH,KUL,156355091,,,,,,,,,,,,,,,,,,,,,,,,,,,155689870,,,,,,,,PPD,0,,,29MAY2022:09:17:05.413
KUL,BTU,156355092,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689871,,,,,,,,PPD,0,,,29MAY2022:09:17:05.430
KUL,BTU,156355093,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689872,,,,,,,,PPD,0,,,29MAY2022:09:17:05.447
HYD,KUL,156355094,,M,,,,,,,,,4,,HYD-071,,,,,,,,,,,,,,155689873,,,,,,,,PPD,0,,,29MAY2022:09:17:05.477
KUL,BTU,156355095,M,,,,,,,,,,4,,KUL-060,,,,,,,,,,,,,,155689874,,,,,,,,PPD,0,,,29MAY2022:09:17:05.510
BTU,KUL,156355096,,,,,,,,,,,4,,BTU-012,,,,,,,,,,,,,,155689875,,,,,,,,PPD,0,,,29MAY2022:09:17:05.540
KUL,BTU,156355097,M,,,,,,,,,,4,,KUL-006,,,,,,,,,,,,,,155689876,,,,,,,,PPD,0,,,29MAY2022:09:17:05.570
KUL,BTU,156355098,M,,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155689877,,,,,,,,PPD,0,,,29MAY2022:09:17:05.587
KUL,BTU,156355099,M,,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155689878,,,,,,,,PPD,0,,,29MAY2022:09:17:05.627
KUL,BTU,156355100,M,,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155689879,,,,,,,,PPD,0,,,29MAY2022:09:17:05.650
KUL,BTU,156355101,M,,,,,,,,,,4,,KUL-063,,,,,,,,,,,,,,155689880,,,,,,,,PPD,0,,,29MAY2022:09:17:05.680
KUL,BTU,156355102,M,,,,,,,,,,4,,KUL-014,,,,,,,,,,,,,,155689881,,,,,,,,PPD,0,,,29MAY2022:09:17:05.710
BTU,KUL,156355103,,,,,,,,,,,,,,,,,,,,,,,,,,,155689882,,,,,,,,PPD,0,,,29MAY2022:09:17:05.727
KUL,BTU,156355104,M,,,,,,,,,,4,,KUL-064,,,,,,,,,,,,,,155689883,,,,,,,,PPD,0,,,29MAY2022:09:17:05.760
BTU,KUL,156355105,,,,,,,,,,,,,,,,,,,,,,,,,,,155689884,,,,,,,,PPD,0,,,29MAY2022:09:17:05.773
KUL,BTU,156355106,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689885,,,,,,,,PPD,0,,,29MAY2022:09:17:05.790
KUL,BTU,156355107,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689886,,,,,,,,PPD,0,,,29MAY2022:09:17:05.820
KUL,BTU,156355108,M,,,,,,,,,,4,,KUL-046,,,,,,,,,,,,,,155689887,,,,,,,,PPD,0,,,29MAY2022:09:17:05.837
BTU,KUL,156355109,,,,,,,,,,,4,,BTU-071,,,,,,,,,,,,,,155689888,,,,,,,,PPD,0,,,29MAY2022:09:17:05.867
BTU,KUL,156355110,,,,,,,,,,,,,,,,,,,,,,,,,,,155689889,,,,,,,,PPD,0,,,29MAY2022:09:17:05.883
BTU,KUL,156355111,,M,,,,,,,,,,,,,,,,,,,,,,,,,155689890,,,,,,,,PPD,0,,,29MAY2022:09:17:05.900
KUL,BTU,156355112,M,,,,,,,,,,4,,KUL-062,,,,,,,,,,,,,,155689891,,,,,,,,PPD,0,,,29MAY2022:09:17:05.913
KUL,BTU,156355113,M,,,,,,,,,,4,,KUL-047,,,,,,,,,,,,,,155689892,,,,,,,,PPD,0,,,29MAY2022:09:17:05.947
BTU,KUL,156355114,,,,,,,,,,,,,,,,,,,,,,,,,,,155689893,,,,,,,,PPD,0,,,29MAY2022:09:17:06.010
KUL,BTU,156355115,M,,,,,,,,,,4,,KUL-002,,,,,,,,,,,,,,155689894,,,,,,,,PPD,0,,,29MAY2022:09:17:06.053
BTU,KUL,156355116,,,,,,,,,,,,,,,,,,,,,,,,,,,155689895,,,,,,,,PPD,0,,,29MAY2022:09:17:06.070
KUL,BTU,156355117,M,,,,,,,,,,4,,KUL-068,,,,,,,,,,,,,,155689896,,,,,,,,PPD,0,,,29MAY2022:09:17:06.100
BTU,KUL,156355118,,,,,,,,,,,,,,,,,,,,,,,,,,,155689897,,,,,,,,PPD,0,,,29MAY2022:09:17:06.117
KUL,BTU,156355119,M,,,,,,,,,,4,,KUL-065,,,,,,,,,,,,,,155689898,,,,,,,,PPD,0,,,29MAY2022:09:17:06.180
BTU,KUL,156355120,,,,,,,,,,,,,,,,,,,,,,,,,,,155689899,,,,,,,,PPD,0,,,29MAY2022:09:17:06.197
PEN,KUL,156355121,,M,,,,,,,,,4,,PEN-063,,,,,,,,,,,,,,155689900,,,,,,,,PPD,0,,,29MAY2022:09:17:06.243
KUL,BTU,156355122,M,,,,,,,,,,4,,KUL-039,,,,,,,,,,,,,,155689901,,,,,,,,PPD,0,,,29MAY2022:09:17:06.303
BTU,KUL,156355123,,,,,,,,,,,,,,,,,,,,,,,,,,,155689902,,,,,,,,PPD,0,,,29MAY2022:09:17:06.320
KUL,PEN,156355124,,,,,,,,,,,,,,,,,,,,,,,,,,,155689903,,,,,,,,PPD,0,,,29MAY2022:09:17:06.337
PEN,KUL,156355125,,M,,,,,,,,,4,,PEN-062,,,,,,,,,,,,,,155689904,,,,,,,,PPD,0,,,29MAY2022:09:17:06.367
KUL,BTU,156355126,M,,,,,,,,,,4,,KUL-038,,,,,,,,,,,,,,155689905,,,,,,,,PPD,0,,,29MAY2022:09:17:06.383
BTU,KUL,156355127,,,,,,,,,,,,,,,,,,,,,,,,,,,155689906,,,,,,,,PPD,0,,,29MAY2022:09:17:06.413
KUL,PEN,156355128,,,,,,,,,,,,,,,,,,,,,,,,,,,155689907,,,,,,,,PPD,0,,,29MAY2022:09:17:06.430
KUL,BTU,156355129,M,,,,,,,,,,4,,KUL-041,,,,,,,,,,,,,,155689908,,,,,,,,PPD,0,,,29MAY2022:09:17:06.460
BTU,KUL,156355130,,,,,,,,,,,,,,,,,,,,,,,,,,,155689909,,,,,,,,PPD,0,,,29MAY2022:09:17:06.477
KUL,BTU,156355131,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689910,,,,,,,,PPD,0,,,29MAY2022:09:17:06.493
KUL,BTU,156355132,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689911,,,,,,,,PPD,0,,,29MAY2022:09:17:06.510
KUL,BTU,156355133,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689912,,,,,,,,PPD,0,,,29MAY2022:09:17:06.523
